web_scraper_order,web_scraper_start_url,image_link,address,price,type clothes
"1765138264-130","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3083311_uploaded_image1_1619543622.jpg","Dakar, Sénégal","1 300CFA","Ensemble enfants"
"1765138264-131","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3079390_uploaded_image3_1619366149.jpeg","Rufisque, Sénégal","10 000CFA","Vêtements enfants"
"1765138264-132","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3077069_uploaded_image1_1619214743.jpg","Parcelle Assainies, Dakar, Sénégal","6 500CFA","Boxer enfant"
"1765138264-133","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3072126_uploaded_image1_1619012521.jpg","Sicap Liberté, Dakar, Sénégal","2 000CFA","Ensemble fille"
"1765138264-134","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3072113_uploaded_image1_1619012309.jpg","Sicap Liberté, Dakar, Sénégal","2 000CFA","Ensemble fille"
"1765138264-135","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3067708_uploaded_image1_1618829674.jpg","Parcelle Assainies, Dakar, Sénégal","15 000CFA","Vêtements enfant"
"1765138264-136","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3067317_uploaded_image1_1618813231.jpg","Rufisque, Sénégal","10 000CFA","Body bébé"
"1765138264-137","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3067315_uploaded_image1_1618813047.jpg","Rufisque, Sénégal","3 000CFA","Grenouillère bébé"
"1765138264-138","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3061627_uploaded_image1_1618503756.jpg","HLM, Dakar, Sénégal","7 000CFA","Ensemble enfant"
"1765138264-139","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3061615_uploaded_image1_1618503481.jpg","HLM, Dakar, Sénégal","7 000CFA","Ensemble vêtement enfant"
"1765138264-140","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3061601_uploaded_image1_1618503055.jpg","HLM, Dakar, Sénégal","7 000CFA","Ensemble bébé"
"1765138264-141","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3057300_uploaded_image1_1618332021.jpg","Dakar, Sénégal","5 000CFA","Lacoste enfant"
"1765138264-142","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3056602_uploaded_image1_1618315072.jpg","Colobane, Dakar, Sénégal","3 000CFA","Pantalon enfant"
"1765138264-143","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3056595_uploaded_image1_1618314916.jpg","Colobane, Dakar, Sénégal","3 000CFA","Vêtements enfants"
"1765138264-144","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3056588_uploaded_image1_1618314847.jpg","Colobane, Dakar, Sénégal","2 500CFA","Pantalon enfant"
"1765138264-145","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3056583_uploaded_image1_1618314776.jpg","Colobane, Dakar, Sénégal","3 000CFA","Robe enfant"
"1765138264-146","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3056578_uploaded_image1_1618314619.jpg","Colobane, Dakar, Sénégal","2 000CFA","Robe enfant"
"1765138264-147","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3056575_uploaded_image1_1618314552.jpg","Colobane, Dakar, Sénégal","2 000CFA","T-shirt enfant"
"1765138264-148","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3056574_uploaded_image1_1618314483.jpg","Colobane, Dakar, Sénégal","3 000CFA","Vêtement enfant"
"1765138264-149","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3053772_uploaded_image1_1618187520.jpg","Dieuppeul-Derklé, Dakar, Sénégal","6 500CFA","Ensemble blouson enfant"
"1765138264-150","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3051993_uploaded_image1_1618077955.jpg","Dakar, Sénégal","10 000CFA","T-shirt enfant"
"1765138264-151","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3043879_uploaded_image1_1617740872.jpg","Ouakam, Dakar, Sénégal","2 500CFA","Ensemble  body et collant"
"1765138264-152","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3041195_uploaded_image1_1617633853.jpg","Ouakam, Dakar, Sénégal","500CFA","Vêtements enfants"
"1765138264-153","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3041189_uploaded_image1_1617633624.jpg","Ouakam, Dakar, Sénégal","1 000CFA","Vêtements enfants"
"1765138264-154","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3038305_uploaded_image1_1617474792.jpg","Dakar Plateau, Dakar, Sénégal","Prix sur demande","Ensembles pour enfants"
"1765138264-155","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3038303_uploaded_image1_1617474759.jpg","Dakar, Sénégal","15 000CFA","Set de baptême"
"1765138264-156","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3038014_uploaded_image1_1617463542.jpg","Mermoz-Sacré Coeur, Dakar, Sénégal","15 000CFA","Ensemble enfants"
"1765138264-157","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3038010_uploaded_image1_1617463363.jpg","Mermoz-Sacré Coeur, Dakar, Sénégal","15 000CFA","Vêtements enfants"
"1765138264-158","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3037998_uploaded_image1_1617463131.jpg","Mermoz-Sacré Coeur, Dakar, Sénégal","15 000CFA","Ensemble enfant"
"1765138264-159","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3037698_uploaded_image1_1617454183.jpg","Ouakam, Dakar, Sénégal","1 000CFA","Grenouillère"
"1765138264-160","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3037697_uploaded_image1_1617454125.jpg","Ouakam, Dakar, Sénégal","500CFA","Body enfant"
"1765138264-161","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3037692_uploaded_image1_1617454021.jpg","Ouakam, Dakar, Sénégal","1 500CFA","Ensembles enfant + chapeau"
"1765138264-162","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3037689_uploaded_image1_1617453933.jpg","Ouakam, Dakar, Sénégal","2 500CFA","Ensemble enfant"
"1765138264-163","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3035855_uploaded_image1_1617379859.jpg","HLM, Dakar, Sénégal","9 000CFA","Ensemble bébé"
"1765138264-164","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3035799_uploaded_image2_1617378839.jpeg","Parcelle Assainies, Dakar, Sénégal","8 000CFA","Ensemble blouson enfant"
"1765138264-165","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3033102_uploaded_image1_1617286526.jpg","Ouakam, Dakar, Sénégal","1 000CFA","Barboteuse"
"1765138264-166","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3033057_uploaded_image1_1617285824.jpg","Ouakam, Dakar, Sénégal","2 000CFA","Ensemble enfant"
"1765138264-167","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3032229_uploaded_image1_1617269385.jpg","HLM, Dakar, Sénégal","11 500CFA","Robe fille"
"1765138264-168","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://images.coinafrique.com/thumb_3032224_uploaded_image1_1617269304.jpg","HLM, Dakar, Sénégal","6 000CFA","Ensemble bébé"
"1765138269-169","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3396563_uploaded_image1_1634810875.jpg","HLM, Dakar, Sénégal","7 000CFA","Ensemble bébé"
"1765138269-170","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3374507_uploaded_image1_1633645210.jpg","HLM, Dakar, Sénégal","6 000CFA","Grenouillère bébé"
"1765138269-171","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3395767_uploaded_image1_1634755870.jpg","HLM, Dakar, Sénégal","Prix sur demande","Articles bébés"
"1765138269-172","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3395494_uploaded_image1_1634745752.jpg","HLM, Dakar, Sénégal","1 000CFA","Robe bébé"
"1765138269-173","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3395485_uploaded_image3_1634745594.jpeg","HLM, Dakar, Sénégal","1 000CFA","Vêtement bébé"
"1765138269-174","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3395480_uploaded_image1_1634745484.jpg","HLM, Dakar, Sénégal","2 000CFA","Vêtements enfants"
"1765138269-175","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3340891_uploaded_image1_1631956848.jpg","HLM, Dakar, Sénégal","Prix sur demande","Grenouillère bébé"
"1765138269-176","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3340897_uploaded_image1_1631956928.jpg","HLM, Dakar, Sénégal","Prix sur demande","Grenouillère bébé"
"1765138269-177","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3384909_uploaded_image1_1634171727.jpg","Ouakam, Dakar, Sénégal","Prix sur demande","Vêtements enfant"
"1765138269-178","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3365569_uploaded_image1_1633264344.jpg","Colobane, Dakar, Sénégal","Prix sur demande","Short de friperie enfants"
"1765138269-179","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3365568_uploaded_image1_1633264290.jpg","Colobane, Dakar, Sénégal","Prix sur demande","Jeans de friperie enfants"
"1765138269-180","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3365566_uploaded_image1_1633264236.jpg","Colobane, Dakar, Sénégal","Prix sur demande","Jeans de friperie enfants"
"1765138269-181","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3365564_uploaded_image1_1633264163.jpg","Colobane, Dakar, Sénégal","Prix sur demande","Jeans de friperie enfants"
"1765138269-182","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3365562_uploaded_image1_1633264117.jpg","Colobane, Dakar, Sénégal","Prix sur demande","Short de friperie"
"1765138269-183","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3347857_uploaded_image1_1632316849.jpg","Mermoz-Sacré Coeur, Dakar, Sénégal","Prix sur demande","Caleçon enfant"
"1765138269-184","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3344999_uploaded_image1_1632183344.jpg","Tambacounda, Sénégal","4 000CFA","Tee-shirt enfant"
"1765138269-185","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3342098_uploaded_image1_1632007227.jpg","Mermoz-Sacré Coeur, Dakar, Sénégal","Prix sur demande","Ensemble pour bébé"
"1765138269-186","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3339695_uploaded_image1_1631884032.jpg","Mermoz-Sacré Coeur, Dakar, Sénégal","4 000CFA","Vêtements enfant"
"1765138269-187","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3338087_uploaded_image1_1631803844.jpg","Dakar, Sénégal","Prix sur demande","Robe enfant"
"1765138269-188","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3334446_uploaded_image1_1631630022.jpg","Mermoz-Sacré Coeur, Dakar, Sénégal","5 000CFA","Pantalon enfant"
"1765138269-189","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3334439_uploaded_image1_1631629866.jpg","Mermoz-Sacré Coeur, Dakar, Sénégal","5 000CFA","Pantalon enfant"
"1765138269-190","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3330818_uploaded_image1_1631454754.jpg","Dakar, Sénégal","Prix sur demande","Vêtements enfants"
"1765138269-191","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3323046_uploaded_image1_1631093504.jpg","Dakar, Sénégal","Prix sur demande","Maillot enfant"
"1765138269-192","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3319762_uploaded_image1_1630942932.jpg","Sicap Liberté, Dakar, Sénégal","1 500CFA","Hijab  enfant"
"1765138269-193","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3312390_uploaded_image1_1630601676.jpg","Dakar, Sénégal","15 000CFA","Ensemble garçon"
"1765138269-194","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3312388_uploaded_image1_1630601614.jpg","Dakar, Sénégal","10 000CFA","Ensemble garçon"
"1765138269-195","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3312381_uploaded_image1_1630601429.jpg","Dakar, Sénégal","15 000CFA","Ensemble   garçon"
"1765138269-196","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3312379_uploaded_image1_1630601374.jpg","Dakar, Sénégal","22 500CFA","Ensemble costume garçon"
"1765138269-197","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3309778_uploaded_image1_1630514175.jpg","Grand Yoff, Dakar, Sénégal","6 000CFA","Robes"
"1765138269-198","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3308950_uploaded_image1_1630499428.jpg","Sicap Liberté, Dakar, Sénégal","3 000CFA","Robe enfant"
"1765138269-199","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3306671_uploaded_image1_1630416750.jpg","Dakar, Sénégal","Prix sur demande","Vêtements enfant"
"1765138269-200","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3303661_uploaded_image1_1630249960.jpg","Colobane, Dakar, Sénégal","2 500CFA","Chemises Pimkie"
"1765138269-201","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3298165_uploaded_image1_1629920561.jpg","Mermoz-Sacré Coeur, Dakar, Sénégal","Prix sur demande","Caleçons pour enfants"
"1765138269-202","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3292897_uploaded_image1_1629649247.jpg","Ngor, Dakar, Sénégal","12 000CFA","Robe wax enfant"
"1765138269-203","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://images.coinafrique.com/thumb_3292529_uploaded_image1_1629627801.jpg","Dakar, Sénégal","6 000CFA","Robe fille"
